,postid,Name,ExtractName,Address,Year,GPA400,GPA375,GPA350,GPA325,GPA300,GPA250,GPA200,GPA100,GPA000
626,61032,Stephen F. Austin State University,Stephen F. Austin State University,"P.O. Box 13051, SFA Station, Nacogdoches, Texas 75962",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
627,61032,Stephen F. Austin State University,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
628,61033,Texas Wesleyan University,Wesleyan University,"45 Wyllys Avenue, Middletown, CT 06459",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
629,61034,University of Charleston,Unknown College or University,Unknown Address,2022-2023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
630,61034,University of Charleston,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
631,61034,University of Charleston,Bates College,"2 Andrews Road, Lewiston, Maine, 04240, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
632,61034,University of Charleston,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,7.00,11.00,4.00,1.00,0.00,0.00,0.00
633,61035,Marshall University,Marshall University,"One John Marshall Drive, Huntington, WV, 25755, United States",2022-2023,34.40%,16.78%,13.65%,11.31%,8.91%,9.95%,4.23%,0.78%,0.00%
634,61035,Marshall University,Marshall University,"One John Marshall Drive, Huntington, WV 25755, United States",2021-2022,35.11%,17.97%,14.54%,11.49%,8.25%,8.44%,3.68%,0.51%,0.00%
635,61035,Marshall University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
636,62162,Pacific University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
637,62162,Pacific University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
638,78447,Alliant International University,The University of Texas Permian Basin,"4901 E University Blvd, Odessa, TX, 79762, USA",2023-2024,7.0%,9.5%,12.5%,7.8%,8.9%,5.5%,0.2%,0.0%,0.0%
639,78448,Colorado Technical University,Colorado College,"14 E. Cache La Poudre St., Colorado Springs, Colorado, 80903, USA",2023-2024,14,36,23,21,6,,,,
640,78448,Colorado Technical University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
641,78449,University of Phoenix,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
642,78449,University of Phoenix,Davidson College,"209 Ridge Rd Box 5000, Davidson, North Carolina, 28035, United States",2023-2024,39.00,34.00,23.00,3.00,0.70,0.30,0.00,0.00,0.00
643,78450,Union Institute and University,Union Institute & University,"440 E McMillan St, Cincinnati, OH 45206",2023-2024,15%,20%,25%,15%,10%,10%,3%,1%,1%
644,78506,Idaho State University,Unknown University,Unknown Address,2021-2022,8.10%,27.00%,17.00%,14.90%,12.00%,14.00%,6.00%,0.00%,0.00%
645,78506,Idaho State University,University of Idaho,"875 Perimeter Drive MS 2282, Moscow, Idaho, 83844-2282, United States",2023-2024,7,0,0,0,0,0,0,0,0
646,78506,Idaho State University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
647,78506,Idaho State University,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
648,78507,Universidad Ana G. Mendez-Gurabo Campus,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
649,78507,Universidad Ana G. Mendez-Gurabo Campus,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
650,78507,Universidad Ana G. Mendez-Gurabo Campus,Mississippi State University,"75 B.S. Hood Road, Mississippi State, Mississippi, 39762, United States",2023-2024,0.0%,10.0%,20.0%,20.0%,20.0%,20.0%,10.0%,0.0%,0.0%
651,78516,New College of Florida,New College of Florida,"Florida, USA",2023-2024,55.1,0,0,0,0,0,0,0,0
652,78516,New College of Florida,University of Florida - Main Campus,"Gainesville, FL 32611",2022-2023,59.00%,37.00%,4.00%,,,,,,
653,78517,Washington College,Washington College,"300 Washington Ave, Chestertown, Maryland, 21620, United States",2023-2024,31.3%,21.3%,15.2%,11.7%,10.0%,7.8%,2.7%,,
654,78517,Washington College,Washington College,"300 Washington Avenue, Chestertown, MD 21620 USA",2021-2022,38.10%,22.90%,13.90%,10.40%,8.20%,4.80%,1.30%,0.40%,0.00%
655,78517,Washington College,Washington College,"300 Washington Avenue, Chestertown, MD 21620 USA",2021-2022,33.60%,18.30%,20.60%,11.10%,8.40%,6.10%,1.50%,0.40%,0.00%
656,78524,University of Puerto Rico-Rio Piedras,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
657,78524,University of Puerto Rico-Rio Piedras,Unknown University,Unknown Address,2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
658,78524,University of Puerto Rico-Rio Piedras,University of Pikeville,"147 Sycamore St, Pikeville, KY 41501",2023-2024,19,27,15,9,9,12,6,3,0
659,78524,University of Puerto Rico-Rio Piedras,University of Pikeville,"147 Sycamore St, Pikeville, KY 41501",2023-2024,19,27,15,9,9,12,6,3,0
660,78537,Pontifical Catholic University of Puerto Rico-Ponce,California Baptist University,"8432 Magnolia Ave., Riverside, California, 92504, United States",2023-2024,22.7%,18.7%,18.3%,16.2%,11.6%,10.6%,1.8%,0.1%,0.0%
661,8413,Princeton University,Princeton University,"Princeton, NJ 08544",2022-2023,68.41%,25.40%,3.70%,1.75%,0.67%,0.00%,0.07%,0.00%,0.00%
662,8413,Princeton University,Princeton University,"Princeton, NJ 08544",2021-2022,60.99%,30.26%,5.55%,2.26%,0.63%,0.31%,0.00%,0.00%,0.00%
663,8425,Harvard University,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
664,8425,Harvard University,Harvard University,"86 Brattle Street, Cambridge, MA 02138",2021-2022,74.30%,20.47%,4.04%,0.51%,0.34%,0.34%,0.00%,0.00%,0.00%
665,8425,Harvard University,Rowan University,"201 Mullica Hill Road, Glassboro, New Jersey, 08028, USA",2023-2024,19.32%,11.74%,20.14%,12.76%,14.06%,20.53%,1.45%,0.00%,0.00%
666,8439,Stanford University,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
667,8439,Stanford University,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305 USA",2022-2023,70.7%,22.9%,4.0%,1.9%,0.4%,0.1%,,,
668,8439,Stanford University,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305 USA",2023-2024,75.1%,19.0%,2.5%,1.6%,1.4%,0.3%,,,
669,8470,University of Chicago,The University of Chicago,"5801 S. Ellis Ave., Chicago, IL 60637",2021-2022,62.45%,24.54%,9.41%,2.43%,0.81%,0.15%,0.00%,0.00%,0.22%
670,8501,Duke University,Duke University,"Chapel Drive, Durham, NC 27708",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
671,8501,Duke University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
672,8501,Duke University,Duke University,"Chapel Drive, Durham, NC 27708",2020-2021,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
673,8546,University of Pennsylvania,Penn State University Park,"201 Old Main, University Park, PA 16802-1503",2022-2023,47.91%,25.87%,16.55%,7.41%,1.98%,0.27%,0.01%,,
674,8556,Rice University,Rice University,"6100 Main Street, Houston, TX 77005",2021-2022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
675,8556,Rice University,Florida Polytechnic University,"4700 Research Way, Lakeland, Florida, 33805, United States",2023-2024,64.0%,13.0%,10.0%,8.0%,3.0%,1.0%,1.0%,0.0%,0.0%
676,8562,University of Notre Dame,University of Notre Dame,"Notre Dame, IN 46556",2023-2024,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
677,8562,University of Notre Dame,University of Notre Dame,"Notre Dame, IN 46556 USA",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
678,8562,University of Notre Dame,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
679,8562,University of Notre Dame,Aquinas College,"Grand Rapids, Michigan, USA",2023-2024,15%,20%,25%,15%,10%,10%,3%,1%,1%
680,8592,Washington University in St Louis,Washington University in St. Louis,"MSC 1089-105-05, One Brookings Drive, St. Louis, MO 63130-4899",2022-2023,67%,24%,6%,3%,,,,,
681,8592,Washington University in St Louis,Washington University in St. Louis,"MSC 1089-105-05, One Brookings Drive, St. Louis, MO 63130-4899",2021-2022,64%,24%,8%,3%,1%,,,,
682,8672,Yale University,Yale University,"New Haven, CT 06520, USA",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
683,8672,Yale University,Yale University,"New Haven, CT 06520",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
684,8672,Yale University,Yale University,"New Haven, CT 06520",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
685,8672,Yale University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,48.9%,40.9%,7.2%,2.3%,0.4%,0.4%,0.0%,0.0%,0.0%
686,8672,Yale University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,48.9%,40.9%,7.2%,2.3%,0.4%,0.4%,0.0%,0.0%,0.0%
687,8684,Georgetown University,Unknown College,Unknown Address,2023-2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
688,8693,University of California-Berkeley,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
689,8868,Carnegie Mellon University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,48.9%,40.9%,7.2%,2.3%,0.4%,0.4%,0.0%,0.0%,0.0%
690,8868,Carnegie Mellon University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2022-2023,49.7%,39.4%,8.5%,2.0%,0.4%,0.1%,0%,0%,0%
691,8868,Carnegie Mellon University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
692,8868,Carnegie Mellon University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,25%,30%,20%,15%,5%,3%,1%,0.5%,0.5%
693,8923,University of Colorado Boulder,University of Colorado Boulder,"552 UCB, Boulder, CO 80309-0552",2023-2024,41%,1%,19%,11%,59%,3%,0%,0%,0%
694,8923,University of Colorado Boulder,University of Colorado Boulder,"Boulder, Colorado, USA",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
695,8923,University of Colorado Boulder,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
696,8943,University of Vermont,University of Vermont,"South Prospect St., Burlington, VT 05405",2022-2023,44.60%,22.30%,15.40%,9.20%,5.60%,2.30%,0.50%,0.10%,0.00%
697,8943,University of Vermont,University of Vermont,"Burlington, VT 05405",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
698,8943,University of Vermont,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
699,8943,University of Vermont,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
700,89433,Inter American University of Puerto Rico-San German,American University,"4400 Massachusetts Avenue, NW, Washington, District of Columbia, 20016, United States",2023-2024,15%,25%,30%,20%,5%,3%,1%,0%,0%
701,89434,"Inter American University of Puerto Rico, Metropolitan Campus",American University,"4400 Massachusetts Avenue, NW, Washington, District of Columbia, 20016, United States",2023-2024,15%,25%,30%,20%,5%,3%,1%,0%,1%
702,89434,"Inter American University of Puerto Rico, Metropolitan Campus","University of California, Los Angeles","405 Hilgard Avenue, Los Angeles, CA 90095",2022-2023,59.1%,34.0%,4.9%,1.6%,3%,1%,0%,0%,0%
703,8953,Drexel University,Drexel University,"3141 Chestnut Street, Philadelphia, PA 19104 USA",2022-2023,34.37%,23.80%,18.87%,13.11%,6.99%,2.86%,0.00%,0.00%,0.00%
704,8953,Drexel University,Drexel University,"3141 Chestnut Street, Philadelphia, PA 19104 USA",2021-2022,0.00%,95.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
705,8953,Drexel University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,48.9%,40.9%,7.2%,2.3%,0.4%,0.4%,0.0%,0.0%,0.0%
706,8953,Drexel University,Carnegie Mellon University,"5000 Forbes Avenue, Pittsburgh, PA 15213",2023-2024,48.9%,40.9%,7.2%,2.3%,0.4%,0.4%,0.0%,0.0%,0.0%
707,89562,Hampden-Sydney College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
708,89562,Hampden-Sydney College,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
709,89562,Hampden-Sydney College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.00%,0.07%,0.00%
710,89563,Hanover College,Harvard University,"86 Brattle Street, Cambridge, Massachusetts, 02138, United States",2023-2024,74.02%,19.67%,4.10%,1.07%,0.82%,0.25%,0.07%,0.00%,0.00%
711,89563,Hanover College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
712,89563,Hanover College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
713,89564,Stonehill College,Unknown University,Unknown Address,2019-2020,1.08%,11.73%,18.83%,27.93%,23.92%,15.43%,1.08%,0.00%,0.00%
714,89564,Stonehill College,Mount Marty University,"1105 W 8th Street, Yankton, SD 57078",2023-2024,13%,22%,30%,13%,10%,11%,1%,0%,0%
715,89564,Stonehill College,Western New England University,"1215 Wilbraham Road, Springfield, MA, 01119",2023-2024,36.43%,10.69%,12.66%,12.10%,11.11%,11.95%,4.92%,0.14%,0.00%
716,8962,Saint Louis University,Washington University in St. Louis,"MSC 1089-105-05, One Brookings Drive, St. Louis, MO 63130-4899",2022-2023,67%,24%,6%,3%,,,,,
717,8972,Loyola University Chicago,Loyola University Chicago,"1032 W. Sheridan Rd, Chicago, Illinois, 60660, United States",2023-2024,42.0%,20.0%,16.9%,10.2%,7.3%,3.6%,0.0%,0.0%,0.0%
718,9154,Johns Hopkins University,Johns Hopkins University,"3400 N. Charles Street, Baltimore, Maryland 21218",2023-2024,62.53%,27.99%,6.17%,2.33%,0.75%,0.23%,0.00%,0.00%,0.00%
719,9154,Johns Hopkins University,Johns Hopkins University,"3400 N. Charles Street, Baltimore, Maryland 21218",2022-2023,66.27%,25.92%,5.23%,1.77%,0.52%,0.29%,,,
720,9154,Johns Hopkins University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
721,9160,California Institute of Technology,California Institute of Technology,"1200 E. California Blvd., Pasadena, California, 91125, United States of America",2022-2023,0,0,0,0,0,0,0,0,0
722,9160,California Institute of Technology,Pitzer College,"1050 N. Mills Avenue, Claremont, California, 91711, United States",2023-2024,45.5%,33.7%,17.5%,2.0%,0.4%,0.8%,0.0%,0.0%,0.0%
723,9162,Northwestern University,Northwestern University,"633 Clark Street, Evanston, IL 60208",2022-2023,100%,,,,,,,,
724,9162,Northwestern University,Northwestern University,"633 Clark Street, Evanston, IL 60208",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
725,9162,Northwestern University,Unknown University,Unknown Address,2020-2021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
726,9165,Cornell University,Cornell University,"410 Thurston Avenue, Ithaca, NY 14850",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
727,9194,University of Tulsa,Tulsa Community College,"909 S Boston Ave, Tulsa, Oklahoma, 74119, United States",2023-2024,1.3%,14.1%,14.0%,14.7%,14.2%,23.9%,14.0%,3.9%,0.0%
728,9194,University of Tulsa,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
729,9194,University of Tulsa,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
730,9195,University of San Diego,University of San Diego,"5998 Alcala Park, California, 92110-2492",2023-2024,62.0%,23.0%,11.0%,3.0%,1.0%,0.0%,0.0%,0.0%,0.0%
731,9195,University of San Diego,University of San Diego,"5998 Alcala Park, San Diego, CA 92110-2492",2022-2023,57%,20%,16%,5%,1%,1%,0%,0%,0%
732,9195,University of San Diego,"University of California, San Diego","9500 Gilman Drive, La Jolla, California, 92093, United States",2023-2024,23,23,23,23,23,23,23,23,23
733,9196,Marquette University,Marquette University,"P.O. Box 1881, Milwaukee, WI 53021",2021-2022,6.7%,28.1%,25.5%,22.0%,11.8%,5.4%,0.5%,0.0%,0.0%
734,9197,Binghamton University,Binghamton University,"P.O. Box 6000, Binghamton, NY 13902-6000",2021-2022,0.00%,63.10%,18.80%,11.90%,3.50%,2.20%,0.70%,0.00%,0.00%
735,9197,Binghamton University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
736,9197,Binghamton University,University of Utah,"201 Presidents Circle, Salt Lake City, Utah, 84112, United States",2023-2024,11.0%,39.0%,24.0%,17.0%,7.0%,2.0%,0.0%,0.0%,0.0%
737,9197,Binghamton University,Santa Clara University,"500 El Camino Real, Santa Clara, California, 95053, United States of America",2023-2024,15.00,45.00,0.00,7.00,1.00,1.00,0.00,0.00,0.00
738,9226,University of Michigan-Ann Arbor,University of Michigan,"500 S. State Street, Ann Arbor, MI 48109 USA",2023-2024,Percent who had GPA of 4.0,Percent who had GPA between 3.75 and 3.99,Percent who had GPA between 3.50 and 3.74,Percent who had GPA between 3.25 and 3.49,Percent who had GPA between 3.00 and 3.24,Percent who had GPA between 2.50 and 2.99,Percent who had GPA between 2.0 and 2.49,Percent who had GPA between 1.0 and 1.99,Percent who had GPA below 1.0
739,9227,Tufts University,Tufts University,"Bendetson Hall, Medford, MA 02155",2022-2023,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
740,9228,University of California-Los Angeles,University of Miami,"1306 Stanford Drive, Suite 1210, Coral Gables, Florida, 33124, U.S.A.",2023-2024,0%,45%,23%,9%,2%,1%,0%,0%,0%
741,9228,University of California-Los Angeles,"University of California, San Diego","9500 Gilman Drive, La Jolla, California, 92093, United States",2023-2024,23,,,,,,,,
742,9310,Columbia University in the City of New York,"The Trustees of Columbia University in the City of New York, Columbia College and the Fu Foundation School of Engineering and Applied Science","212 Hamilton Hall MC2807, 1130 Amsterdam Ave; New York, NY 10027",2023-2024,100%,,,,,,,,
743,9310,Columbia University in the City of New York,Rochester Institute of Technology,"One Lomb Memorial Dr, Rochester, New York, 14623, USA",2022-2023,44.00,79.00,95.40,0.00,,,,,
744,9310,Columbia University in the City of New York,University of New Hampshire,"3 Garrison Avenue, Durham, New Hampshire, 03824, United States",2023-2024,8,8,8,8,8,8,8,8,8
745,9317,University of California-Irvine,University of New Hampshire,"3 Garrison Avenue, Durham, New Hampshire, 03824, United States",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
746,9318,Lehigh University,Lehigh University,"27 Memorial Drive West, Bethlehem, PA 18015, USA",2022-2023,84.8%,14.6%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
747,9318,Lehigh University,Lehigh University,"27 Memorial Drive West, Bethlehem, PA 18015",2023-2024,25%,30%,20%,10%,10%,5%,0%,0%,0%
748,9318,Lehigh University,Lehigh University,"27 Memorial Drive West, Bethlehem, PA 18015 USA",2021-2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
749,9320,University of California-San Diego,"University of California, San Diego","9500 Gilman Drive, La Jolla, California, 92093, United States",2023-2024,23,,,,,,,,
750,9320,University of California-San Diego,"University of California, San Diego","9500 Gilman Drive, La Jolla, CA 92093 USA",2022-2023,96%,0%,0%,0%,0%,0%,0%,0%,0%
751,9320,University of California-San Diego,Sample University,"123 College Ave, College Town, USA",2023-2024,10%,20%,30%,15%,10%,10%,3%,1%,1%
752,9391,Georgia Institute of Technology-Main Campus,Georgia Institute of Technology,"225 North Avenue, Atlanta, Georgia, 30332, USA",2023-2024,92.0%,6.0%,1.0%,1.0%,0.0%,0.0%,0.0%,0.0%,0.0%
753,9392,University of California-Santa Barbara,"University of California, Santa Barbara","Santa Barbara, CA 93106",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
754,9392,University of California-Santa Barbara,"University of California, San Diego","9500 Gilman Drive, La Jolla, California, 92093, United States",2023-2024,23,23,23,23,23,23,23,23,23
755,9393,Northeastern University,Northeastern University,"360 Huntington Avenue, Boston, MA 02115 USA",2022-2023,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
756,9393,Northeastern University,Northeastern State University,"Tahlequah, Cherokee County, OK, 74464, USA",2022-2023,0.00,13.95,11.28,13.50,3.56,0.30,0.00,0.00,0.00
757,9427,Brown University,Brown University,"One Prospect Street, Providence, RI 02912 USA",2023-2024,28.0%,28.0%,28.0%,28.0%,28.0%,28.0%,28.0%,28.0%,28.0%
758,9427,Brown University,Brown University,"One Prospect Street, Providence, RI 02912 USA",2022-2023,0.00%,,,,,,,,
759,9428,Emory University,Emory University,"201 Dowman Drive, Atlanta, Georgia, 30322, United States",2023-2024,17.0%,59.8%,20.8%,1.9%,0.4%,,,,
760,9428,Emory University,Emory University,"201 Dowman Drive, Atlanta, GA 30322",2021-2022,14.36%,56.29%,22.65%,5.94%,0.76%,0%,0%,0%,0%
761,9428,Emory University,Emory University,"201 Dowman Drive, Atlanta, GA 30322",2020-2021,13.90%,53.50%,25.60%,6.10%,0.80%,,0.10%,,
762,9429,University of Virginia-Main Campus,University of Virginia,"Charlottesville, VA 22904, United States",2023-2024,90.16%,7.04%,1.64%,0.65%,0.27%,0.18%,0.06%,0.00%,0.00%
763,9429,University of Virginia-Main Campus,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
764,9430,Wake Forest University,Wake Forest University,"1834 Wake Forest Road, Winston Salem, NC 27106",2022-2023,0.00%,P,P,P,P,P,P,P,—
765,9430,Wake Forest University,Wake Forest University,"Winston-Salem, North Carolina, USA",2023-2024,20%,25%,30%,15%,5%,3%,1%,0.5%,0.5%
766,9430,Wake Forest University,Williams College,"880 Main Street, Williamstown, Massachusetts, 01267, United States",2023-2024,72.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
767,9430,Wake Forest University,Wake Forest University,"P.O. Box 7305 Reynolda Station, Winston Salem, NC 27109",2020-2021,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
768,9430,Wake Forest University,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
769,9430,Wake Forest University,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
770,96689,Xavier University,Xavier University,"3800 Victory Parkway, Cincinnati, Ohio 45207-5311, USA",2021-2022,32.00%,20.00%,17.00%,14.00%,10.00%,7.00%,0.00%,0.00%,0.00%
771,96689,Xavier University,Xavier University of Louisiana,"1 Drexel Drive, New Orleans, LA 70125",2021-2022,31.87%,3.28%,0%,0%,0%,0%,0%,0%,0%
772,96689,Xavier University,Xavier University,"3800 Victory Parkway, Cincinnati, Ohio 45207-5311, USA",2021-2022,27.70%,18.41%,19.85%,16.55%,8.95%,7.70%,0.84%,0.00%,0.00%
773,96689,Xavier University,College of Arts & Sciences,Not Provided,2023-2024,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
774,96689,Xavier University,College of Arts & Sciences,Not Provided,2023-2024,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided
775,96690,Bradley University,Bradley University,"1501 W. Bradley Ave., Peoria, Illinois, 61625, United States",2023-2024,39.3%,20.4%,,,,,,,
776,96690,Bradley University,Bradley University,"1501 W. Bradley Avenue, Peoria, IL 61625",2022-2023,36.70%,20.60%,19.10%,11.60%,7.90%,3.70%,0.10%,0.00%,0.00%
777,96690,Bradley University,Bradley University,"1501 W. Bradley Avenue, Peoria, IL 61625",2021-2022,36.40%,20.60%,18.00%,12.70%,8.50%,3.70%,0.10%,0.00%,0.00%
778,96690,Bradley University,Barton College,"PO Box 5000, Wilson, North Carolina, 27893, United States",2023-2024,2.10,16.40,19.60,14.90,15.70,21.70,7.50,,
779,96691,James Madison University,James Madison University,"800 S. Main Street, Harrisonburg, VA, 22807, USA",2023-2024,16.7,29.4,87.7,11.4,9,0,0,0,0
780,96691,James Madison University,James Madison University,"800 S Main St, Harrisonburg, VA 22807",2023-2024,16.7,29.4,87.7,11.4,9,0,0,0,0
781,96691,James Madison University,James Madison University,"800 S. Main Street, Harrisonburg, VA 22807",2022-2023,,,,,,,,,
782,96692,California State University--Long Beach,"California State University, Long Beach","1250 Bellflower Blvd, Long Beach, CA 90840",2022-2023,28.90,28.00,19.33,12.61,7.67,3.39,.09,0.00,0.00
783,96692,California State University--Long Beach,Stanford University,"450 Jane Stanford Way, Stanford, CA 94305",2023-2024,75.2%,15.5%,5.8%,2.9%,0.7%,,,,
784,96692,California State University--Long Beach,Bates College,"2 Andrews Road, Lewiston, Maine, 04240, United States",2023-2024,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
